text	label
show me my bills	check_invoices
im not happy with the service and i want to lodge a consumer complaint, please	complaint
I bought an item, can I change my order?	change_order
I want to know if I can create two accounts with a single email address	create_account
can u ask an agent if i can delete my online account, please?	delete_account
an error pops when I try to pay, what can I do?	payment_issue
could u show me the number of client service, please?	contact_customer_service
I want to make a review for a service, can you help me?	review
you arent helping, i need help contacting a person	contact_human_agent
I olst my invoice, what can I di to check it?	check_invoices
i watn to know if i can register two profiles with the same email address	create_account
talk to a person	contact_human_agent
I didn't receive my invoices, how can I check them?	check_invoices
i have an issue when trying to make a payment and i wanna report it, please	payment_issue
i get an error message when i try to make a payment for my order, can u help me?	payment_issue
i have a problem making a payment, what do i have to do to report it?	payment_issue
how to track my orders	track_order
can I register several user accounts with the same email address?	create_account
tell me if I can create two profiles with the same email	create_account
my user account was hacked	recover_password
can u ask an agent where I can see an invoice?	get_invoice
could you ask an agent where I can check my invoices, please?	check_invoices
I bought a product , I need help modifying my purchased	change_order
can you tell me if i can download an invoice?	get_invoice
I need a user account, what canI do t create one?	create_account
please, can you ask an agent how to know where my fucking shipments are?	track_order
I would like to make a modification in my order, please	change_order
I have a problem when trying to pay with card, how can I inform of it?	payment_issue
how to report a problem paying	payment_issue
I get an error message when I try to make a payment, what should I do?	payment_issue
I want to request an invoice, tell me how to do it	get_invoice
I want an online account, how do I create one?	create_account
I want to use my other profile, how do I change them?	switch_account
I'm happy with the service, how can I lodge an opinion?	review
I want to know how to know where my packages are	track_order
I have a problem when trying to make a payment with card, can you notify it?	payment_issue
ask an agent what the hours of customer support are	contact_customer_service
can you tell me how I can download some bills?	get_invoice
i lost my bill, what do i have to do to view it?	check_invoices
where can I open an account?	create_account
i want to open a user account, what do i have to do?	create_account
i want ro reset my account password, what do i have to do?	recover_password
ask an agent if I could see some invoices, please	get_invoice
i want to inform of a problem with my payment, can u help me?	payment_issue
I don't like the service, what should I do to make a consumer complaint?	complaint
I got an error message when I tried to make a payment, but my card was charged anyway, how do I inform of it?	payment_issue
i have no user account, how could i open one?	create_account
i have an issue paying for my order, can i report it?	payment_issue
I don't have a shipping address, what do I have to do to set one up?	set_up_shipping_address
ilost my password and i wanna retrieve it	recover_password
can you tell me the email of the Client Service?	contact_customer_service
I have a question, how do I speak with Customer Service?	contact_customer_service
I wanna receive the newsletter, can you tell me how to do it?	newsletter_subscription
youre not helping, what should i do to contact a person?	contact_human_agent
I'm discontent  with the service, submit a complaint	complaint
I want to inform of a payment issue, what can I do?	payment_issue
I want to receive the newsletter	newsletter_subscription
can you tell me if I can create more than one online account with a single email address?	create_account
I would like to lodge a fucking complaint for a servioce	complaint
can u ask an agent how to view the status of my purchase ?	track_order
I have a problem paying, I need help reporting it	payment_issue
I want to make a consumer complaint	complaint
I haven't got an online account, what should I do?	create_account
I want to check my shipments, tell me where I can do it	track_order
I need a user account, create one, please	create_account
I need information, can I talk to Client Service?	contact_customer_service
show me your money back guarantee	check_refund_policy
i need an account, i need help opening one	create_account
I don't lpike the ervice, what should I do to submit a consumer complaint?	complaint
the event was cancelled, how do i request a refund?	get_refund
i wanna know how go know where my package is	track_order
i wanna know the status of my reimbursement and i wanna trackit	track_refund
tell me what the mail address of Client Service is	contact_customer_service
i cant remember my fucking account password, can u reset it?	recover_password
help me request some invoices	get_invoice
can you tell me if i can register several user accounts with a single email address?	create_account
the concert was postponed, what do I ahve to do?	get_refund
what information do you have about downloading an invoice?	get_invoice
can you tell me the free phone number of Customer Service?	contact_customer_service
I have a problem making a payment with card, how do I inform of it?	payment_issue
i want to see the number of client service	contact_customer_service
can I make changes to my profile?	edit_account
i wanna know if i can receive the newsletter	newsletter_subscription
I have a problem paying for my order, what should I do?	payment_issue
i want to lodge a review, what can i do?	review
I have a issue paying, can you help me ?	payment_issue
i have a problem paying for my online order, how can i report it?	payment_issue
how to view the cancellation penalties	check_cancellation_fee
I need a refund, request one	get_refund
ask an agent how to speak with customer service	contact_customer_service
can you show me the delivery period for my tickets?	delivery_period
tell me if my orders are out for delivery	track_order
i dont want my fucking online account, could u cancel it?	delete_account
could you ask an agent how to solve fucking problems with my payment, please?	payment_issue
I have a problem paying with card, how can I notify it?	payment_issue
Id like to request an invoice, can you tell me where I can do it?	get_invoice
i got a error message when i tried to pazy, but my card was charged anyway, can u report it?	payment_issue
how do I update my profile?	edit_account
I need information about subscribing to the newsletter	newsletter_subscription
please, i wanna get information about subscribing to the fucking newsletter	newsletter_subscription
can you give me information about my fucking invoice?	check_invoices
I want to view my bills, what should I do?	check_invoices
I want a reimbursement, what can I do to get one ?	get_refund
an error message pops when I attempt to make a payment with card, what do I have to do?	payment_issue
tell me where I can check my deliveries	track_order
I want to retrieve my account password, what do I have to do?	recover_password
how do i check your payment methods?	check_payment_methods
can u ask an agent where i could cancel my online account, please?	delete_account
I want to contact Custoimer Service	contact_customer_service
an error message pops when I try to make a payment for my order, can you help me?	payment_issue
tell me if I can create more than one online account with the same email address	create_account
someone stole my password, what do I have to do?	recover_password
I got an error message when I tried to pay, but my card was charged anyway, what can I do to inform of it?	payment_issue
can u ask an agent to obtain a reimbursement?	get_refund
an error message pops when I attempt to make a payment for my online order	payment_issue
the concert was postponed, how  can I obtain an refund?	get_refund
I'm discontent with the sevrice, make a complaint	complaint
ask an agent if i can delete my profile	delete_account
I don't like the service, what do I have to do to lodge a consumer complaint?	complaint
I need help removing my online account	delete_account
can i create two user accounts with the same email address?	create_account
I need a refund, can I get one?	get_refund
i want to see cancellation fees, can u help me?	check_cancellation_fee
I want to check my shipment, can you tell me where to do it?	track_order
please, ask an agent where i can report payment issues	payment_issue
I ordered an item, what can I do to modify my purchase?	change_order
help me talk to Client Service	contact_customer_service
could u ask an agent how i could notify fucking issues with my payment, please?	payment_issue
i cant understand you, can u contact a person?	contact_human_agent
I want to make a complaint, can you help me?	complaint
tell me what your payment options are	check_payment_methods
id like to file a consumer complaint for a service, what do i have to do?	complaint
I have a question, I need help callinglCient Service	contact_customer_service
the game was cancelled and I want to get a reimbursement	get_refund
how do I see the options for ticket delivery?	delivery_options
I can't understand you, what should I do to contact a person?	contact_human_agent
you're not helping, how do I speak with a human?	contact_human_agent
someone stole my account password, what do i have to do?	recover_password
the show was postponed, what should I do to obtain a reimbursement?	get_refund
I can't find my bills, can I view thm?	check_invoices
ask an agent fi i can lodge a complaint for a service	complaint
I lost my account password, what can I do to reset it?	recover_password
I wanna know how to track my delivery	track_order
I want to view cancellation penalties, what can I do?	check_cancellation_fee
I changed my mind, what cann I do to close my user account?	delete_account
where can I make a complaint for a service?	complaint
can you tell me how to know where my order is?	track_order
i wanna know if i can create two profiles with a single email address	create_account
can u show me the phone number of customer support?	contact_customer_service
I have a problem when trying to make a payment with card, I need help informing of it	payment_issue
could you ask an agent where I can request a fucking bill?	get_invoice
I want to notify a problem with my payment, can you help me?	payment_issue
how to obtainsome bills	get_invoice
I'm having an issue creating a profile	registration_problems
I have a question, can I call Customer Service?	contact_customer_service
i have a problem when trying to make a payment, inform of it	payment_issue
can you tell me if i can own several user accounts?	create_account
can you ask an agent to send me some invoices, please?	get_invoice
I want information, whatdo I have to do to speak with Customer Support?	contact_customer_service
I want to know if you have a newsletter to keep me up-to-date	newsletter_subscription
my user account has been hacked, how do i get it back?	recover_password
youre not helping, how do i contact a person?	contact_human_agent
please, i want to know what the fucking email address of client service is	contact_customer_service
I got an error when I attempted to make a payment, but I was charged anyway, report it	payment_issue
change  myorder	change_order
i got an error message when i tried to make a payment, but i was charged anyway and i wanna notify it	payment_issue
i wanna know if i can register several online accounts with the same email address	create_account
i wanna check my delivery, tell me how I can do it	track_order
tell me if I can check my package	track_order
my online account has been hacked, what should i do to get it back?	recover_password
i get an error when i try to make a payment with card, what should i do?	payment_issue
can u ask an agent how I can track my shipment?	track_order
show me the email to contact client service	contact_customer_service
where can i obtain a fucking reimbursement?	get_refund
I want to know if I can own several online accounts	create_account
i lost my invoices, what do i have to do to check them?	check_invoices
I ordered something and I wanna change my order	change_order
I wanna obtain an invoice, can you tell me how I can do it?	get_invoice
I purchased something, how can I modify my order?	change_order
can you show me your payment options?	check_payment_methods
how can I check your money back policy?	check_refund_policy
i have a problem paying with card, report it	payment_issue
I can't find my invoices, how can I view them?	check_invoices
were to see the status of my purchase	track_order
can u show me the fucking email address of the Client Service ?	contact_customer_service
I need help checking my order	track_order
can you tell me if I can obtain a bill?	get_invoice
i want information, what should i do to contact customer support?	contact_customer_service
i cant understand you, how could i speak with an fucking person?	contact_human_agent
the show was postponed, what can i do to request a refund?	get_refund
has my reimbursement been processed?	track_refund
I bought a product, how do i modify my purchase?	change_order
I got an error message when I attempted to pay, but I was charged anyway, can I notify it?	payment_issue
I forgot my account password, what do I have to do to retrieve it?	recover_password
I have a problem making a payment, what can I do to notify it?	payment_issue
please, can you ask an agent how I could reset my account password?	recover_password
i have a problem paying, can i notify it?	payment_issue
id like to see my invoice, can u help me?	check_invoices
ask an agent if I could inform of a fucking issue making a payment, please	payment_issue
I didn't receive my invoice, I need help checking it	check_invoices
I got an error message when I attempted to make a payment, but my card was charged anyway and I want to inform of it	payment_issue
can you tell me about my bill?	check_invoices
I need a user account, what can I do to open one?	create_account
i have a problem when trying to pay for my online order and i want to report it	payment_issue
I want to inform of a payment problem, what should I do?	payment_issue
I've got no user account, what can I do to register?	create_account
i want to know what the mail to contact Customer Service is	contact_customer_service
can u ask an agent what the mail address to contact customer service is?	contact_customer_service
i cant understand you, i need help speaking with a humanagent, please	contact_human_agent
can you tell me what the email address of client service is?	contact_customer_service
I'm happy with the service, can you file a review?	review
can you tell me if i can register two fucking user accounts with a single email address?	create_account
can u ask an agent how i can cancel my profile, please?	delete_account
I got an error when I tried to pay, but I was charged anyway, what can I do to inform of it?	payment_issue
I want to knoe if I can create two profiles with an single email address	create_account
i have an issue making a payment, can u notify it?	payment_issue
i wanna remove my user account	delete_account
how do I know where my delivery is?	track_order
how can I see the cancellation fee?	check_cancellation_fee
can I create two user accounts with a single email address?	create_account
I can't dind my invoices, can I see them ?	check_invoices
I'm discontent with the service, can you make a consumer complaint?	complaint
could you ask an agent if i can check my package?	track_order
I have an issue when trying to make a payment with card, can you notify it?	payment_issue
my user account's been hacked, what do I have to do to recover it?	recover_password
how to get an invoice	get_invoice
I wanna know where to receive the newsletter	newsletter_subscription
where do I switch to another user account?	switch_account
i want a reimbursement, can i get one?	get_refund
I can't remember my password, I need help retrieving it	recover_password
I changed my mind and I want to remove my profile	delete_account
I have a problem when trying to pay for my order, can you notify it?	payment_issue
I want information about the cancellation fee, please	check_cancellation_fee
I don't want my online account, what do I have to do to close it?	delete_account
id like to check the cancellation penalty, what do i have to do?	check_cancellation_fee
please, could u ask an agent where to notify payment problems?	payment_issue
im not happy with the service, what do i have to do to submit a consumer complaint?	complaint
I need help tracikng my package	track_order
I made a mistake, help me modify my purchase	change_order
can you tell me what the phone number to contact client service is?	contact_customer_service
I want to request a refund	get_refund
I want to know how to see an invoice	get_invoice
I need a refund, can I request one?	get_refund
ask an agent where to write  review for a service	review
the concert was cancelled, what can i do to get a refund?	get_refund
id ilke information, can u speak with customer service, please?	contact_customer_service
I get an error when I attempt to make a payment for my order, what can I do?	payment_issue
youre not helping and i wanna speak with a human, please	contact_human_agent
i wanna receive the fucking newsletter, can you tell me where I can do it, please?	newsletter_subscription
I have an issue paying with card, what do I have to do?	payment_issue
where do I see the  cancellation fee?	check_cancellation_fee
i have a problem when trying to make a payment, how do i notify it?	payment_issue
I changed my mind, what should I do to cancel my account?	delete_account
I have a problem paying for my order, can I notify it?	payment_issue
I want to know if I can create two profiles with the same email	create_account
tell me about getting an invoice	get_invoice
can I register several online accounts with a single email?	create_account
I changed my mind , I need help canceling my online account	delete_account
the event was postponed , obtain a reimbursement	get_refund
ask an agent if i could delete my online account, please	delete_account
I want to know what the mail address of the Customer Service is	contact_customer_service
I can't remember my account password, how do I recover it?	recover_password
I purchased something, how can I change my order?	change_order
you're not helping and I want to contact someone	contact_human_agent
please, contact someone	contact_human_agent
where to open an account	create_account
i want to know where todownload an invoie	get_invoice
ask an agent if i can see their reimbursement policy	check_refund_policy
I made an mistake, how do I chnage my purchase?	change_order
I purchased something, what can  I do to modify my order?	change_order
I want to know if I can register several user accounts with a single email address	create_account
I got an error when I tried to make a payment, but my card was charged anyway, what should I do to inform of it?	payment_issue
the game was postponed and i wanna get a reimbursement	get_refund
can u find information about the xancrllation fee, please?	check_cancellation_fee
please, could u ask an agent where to see the fucking cancellation penalties?	check_cancellation_fee
I would like information, can you contact Customer Service?	contact_customer_service
I am not happy with the service, I need help making a fucking complaint, please	complaint
the concert was postponed, what do I havbe to do to get a refund?	get_refund
ask an agent where i can inform of an issue with my payment	payment_issue
how to view your payment option	check_payment_methods
I getan error message when I attempt to pay for my order, can you help me?	payment_issue
I want information, what can I do to call Client Service?	contact_customer_service
i want a user account, what can i do to open one?	create_account
information about your payment methods	check_payment_methods
I'm happy with the service, can I submit a comment?	review
ask an agent if theres a newsletter to stay informed	newsletter_subscription
i need information, how do i talk to customer support?	contact_customer_service
I changed my midn, can you delete my profile?	delete_account
i want to solve a problem paying, could u help me?	payment_issue
my user account was hacked, what can I do?	recover_password
can I delete my user account?	delete_account
I have an issue when trying to pay for my online order, how can I inform of it?	payment_issue
how do I track my refund?	track_refund
I'm happy with the service, help me make an opinion	review
I have an issue when trying to pay for my online order, what can I do to report it?	payment_issue
I got an error message when I attempted to pay, but my card was charged anyway and I want to report it	payment_issue
i wanna make a complaint, what do i have to do?	complaint
I have an issue paying for my order, help me inform of it	payment_issue
can you tell me if i can see some bills?	get_invoice
can u ask an agent what the email to contact client service is?	contact_customer_service
where can I subscribe to the newsletter ?	newsletter_subscription
I want to make an opinion, what can I do?	review
where to receive a refund	get_refund
how do i solve a payment problem?	payment_issue
can you tell me if i can rceate several user accounts with the same emaiul address?	create_account
I would like to inform of a problem with my payment, what should I do?	payment_issue
ask an agent how to modufy my purchase	change_order
I have a question, what can I do to speak with Client Service?	contact_customer_service
I want to know if I can register more than one user account with a single email	create_account
I don't understand you, how can I speak with someone?	contact_human_agent
I haven't got a profile and I want to create one	create_account
I have an issue paying with card, what can I do to notify it?	payment_issue
i wanna lodge a comment for a service, what should i do?	review
I forgot my password, can I retrieve it?	recover_password
I need information, canI call Customer Service?	contact_customer_service
I want to check your payment options, what do I have to do?	check_payment_methods
can I create several online accounts with a single email?	create_account
I'm discontent with the service, what should I do to submit a consumer complaint?	complaint
ask an agent how to check my orders	track_order
i wanna know if i can register two online accounts with the same email	create_account
ho to leave a review	review
I'm not happy with the service, how can I make a consumer complaint?	complaint
I'd like to ask for information about getting some invoices, please	get_invoice
could u ask an agent to receive a reimbursement?	get_refund
ask an agent how i can check my bill	check_invoices
can u ask an agent if i can notify a problem paying?	payment_issue
I have no online account, help me register	create_account
I have a question, how can I call Customef Service?	contact_customer_service
i have a problem paying, what can i do?	payment_issue
I have a problem when trying to make a payment, can I report it?	payment_issue
i want to know if i can register several accounts with the same email address	create_account
I don't like the service, how do I submit a complaint?	complaint
how do I retrieve my account password?	recover_password
where do I see your reimbursement policy?	check_refund_policy
i havent got a profile, what should i do to create one?	create_account
I want information, can you speak with Customer Service, please?	contact_customer_service
I want to know if service fees are refundable	check_refund_policy
how do I write an opinion for a service?	review
I want to request a bill, can you tell me how to do it?	get_invoice
what informatipn can you tell me about requesting an invoice?	get_invoice
i wanna know the status of my reimbursement, what can i do?	track_refund
can you tell me the fucking free number of Client Service?	contact_customer_service
i'd like to request a bill, can you tell me where to do it?	get_invoice
i cant understand you, what should i do to contact a person?	contact_human_agent
I have a problem paying for my online order, I need help reporting it	payment_issue
I wsnt to know f I can create more than one fucking account with a single email	create_account
help me inform of issues with my payment	payment_issue
my account was hacked, can I get it back?	recover_password
where can I change to another profile?	switch_account
how to write an opinion for a service	review
can u ask an agernt to create a user account?	create_account
I want to check your money back guarantee, what should I do?	check_refund_policy
I made a mistake, can I change my purchase?	change_order
I have no user account, create one, please	create_account
where do I check the delivery options?	delivery_options
the concert was postponed, get a reimbursement	get_refund
I bought an item, I need help changing my order	change_order
I need help vieing my invoices	check_invoices
could you ask an agentif I can create a user account, please?	create_account
I bought an item, help me modify my order	change_order
I want to track my deliveries	track_order
can you tell me if there is a free phone number to contact Client Service?	contact_customer_service
can i register several accounts with a single email address?	create_account
how do I leave a  comment?	review
I don't have an online account, what should I do ot open one?	create_account
where do I notify problems making a payment?	payment_issue
can you find information about the options for ticket delivery?	delivery_options
I want to know how I can download an invoice	get_invoice
where do I write an opinion for a service?	review
I got an error message when I tried to make a payment, but I was charged anyway	payment_issue
I haven't got an online account, open one	create_account
could you tell me if I can own several accounts, please?	create_account
can u ask an agent how to report an issue with my payment?	payment_issue
I want to request a bill, can you tell me where I can do it?	get_invoice
I want information, what should I do to call Client Service?	contact_customer_service
I don't want my user account, I need help removing it	delete_account
please, could you ask an agent ohw I could inform of fucking problems paying?	payment_issue
i get an error when i try to pay for my online order	payment_issue
I want to get information about requesting some bills	get_invoice
tell me if my orders are on their way	track_order
I don't like the service, I need help submitting a consumer complaint	complaint
i dont understand you, what should i do to contact someone?	contact_human_agent
how do I check the status of my purchase?	track_order
please, could u ask an agent how i could notify payment issues?	payment_issue
can you send me an invoice?	get_invoice
could you find information about the mail of the Customer Support?	contact_customer_service
the event was postponed, request a refund	get_refund
I want to use my other account, how do I switch them?	switch_account
can u ask an agent if I can change my purchase?	change_order
I want to change my purchase, can you tell me where to do it?	change_order
I'd like to check my fucking shipments, could you tell me how to do it?	track_order
i want information, can i contact customre support?	contact_customer_service
i cant understand you, could i speak with a person, please?	contact_human_agent
I get an error when I attempt to make a payment with card, what can I do?	payment_issue
could u ask an agent if i could notify payment problewms, please?	payment_issue
I need help tracking my shipment	track_order
I got a error when I treid to make a payment, but I was charged anyway, I need help notifying it	payment_issue
how do I solve problems making a payment?	payment_issue
tell me if I can create several online accounts with the same email address	create_account
you aren't helping and I want to talk to a human agent	contact_human_agent
help me report an issue making a payment	payment_issue
i get an error message when i try to make a payment for my order, what can i do?	payment_issue
can you tell me if I can own several online accounts?	create_account
can you ask an agent for information about getting some invoices?	get_invoice
could u ask an agent how i could solve fucking payment issues, please?	payment_issue
I have an issue when trying to pay with card, can you inform of it?	payment_issue
ask an agent how to obtain some bills	get_invoice
I have a problem when trying to pay, what should I do?	payment_issue
I bought something, what can i do to modify my order?	change_order
can you tell me where I can check my shipments?	track_order
I have a problem paying for my order, what do I have to do to inform of it?	payment_issue
the game was postponed, what should I do to get a reimbursement?	get_refund
can you show me information about the cancellation penalties?	check_cancellation_fee
I wanna ask for information about seeing a bill	get_invoice
I have an issue when trying to pay for my online order, report it	payment_issue
the game was postponed and I want to obtain a reimbursement	get_refund
I need a profile, what do I have to do?	create_account
i want to see an invoice, tell me how I can do it	get_invoice
I have an issue paying for my online order, how can I report it?	payment_issue
i bought an item and I wanna modify my order	change_order
I want a reimbursement, request one	get_refund
i lost my invoices, what can i do to view them?	check_invoices
i wanna know how soon i can expect my tickets	delivery_period
I have a question, what do I have to do to send an email to Customer Support?	contact_customer_service
can u ask an agent how to request some invoices, please?	get_invoice
I purchased a product, can I change my purchase?	change_order
I'm discontent with the service, how can I file a consumer complaint?	complaint
i would like to see a fucking bill, can you show me some information?	get_invoice
i want to know if i could register several accounts with a single email address	create_account
please, could you ask an agent how to report an issue making a payment?	payment_issue
can u ask an agent how i can request a reimbursement?	get_refund
I want to know how to request some bills	get_invoice
can you tell me the number to contact Client Service, please?	contact_customer_service
I have an issue when trying to pay for my online order, what do I hae to do?	payment_issue
can u ask an agent if i can leave an opinion for a service?	review
i wanna see hte email of the Customer Service	contact_customer_service
I have a problem when trying to make a payment with card, notify it	payment_issue
i want information about the email of the Customer Service	contact_customer_service
I have a problem when trying to make a payment, can you inform of it?	payment_issue
can u ask an agent how to track my refund?	track_refund
how do I lodge a consumer complaint for a service?	complaint
I get an error when I try to make a payment with card, what do I have to do?	payment_issue
i lost my account password , can i retrieve it?	recover_password
I changed my mind, help me close my online account	delete_account
ask an agent to place an order	place_order
I have an issue when trying to make a payment, how do I inform of it?	payment_issue
can you tell me what the free phone number of customer support is?	contact_customer_service
can I speak with someone?	contact_human_agent
I can't understand you, what do I have to do to contact someone?	contact_human_agent
how can I check my invoices?	check_invoices
I want to submit a comment for a service, what shouldI do ?	review
send me a bill	get_invoice
where do i remove my account?	delete_account
where do I track my purchase?	track_order
I got aan error message when I tried to pay, but my card was charged anyway, what do I have to do to notify it?	payment_issue
I bought something, I need help modifying my order	change_order
I want to know if i can download a bill	get_invoice
I want to lodge a complaint	complaint
I want an online account, what do I have to do to open one?	create_account
what's the free phone number to contact Client Service?	contact_customer_service
how do I solve a problem with my payment?	payment_issue
the game was postponed, how do I get a reimbursement?	get_refund
can I have several online accounts?	create_account
ask an agent what the phone number of client service is	contact_customer_service
you're not helping, how can I speqk with a person?	contact_human_agent
I need hepl solving a problem with my payment	payment_issue
my profile's been hacked, can you get it back?	recover_password
where do I check mydelivery?	track_order
I haven't got an online account, create one	create_account
I want to know what the number to contact Client Service is	contact_customer_service
the show was postponed and I would like to obtain a fucking reimbursement, please	get_refund
help me get some bills	get_invoice
I changed my mind, I need helpcanceling my profile	delete_account
I bought something, what should I do to modify my order?	change_order
i wanna notify a problem making a payment, what do i have to do?	payment_issue
can i own more than one online account?	create_account
Id like to check my order, can you tell me where to do it?	track_order
I want to see the mail address of the Client Service	contact_customer_service
I get an error message when I try to make a payment, what do I have to do?	payment_issue
I don't have an online account and I want to open one	create_account
I got an error message when I tried to make a payment, but my card was charged anyway, could I report it?	payment_issue
i dont have an account, open one	create_account
how to notify payment problems	payment_issue
I want to use my other profile, can you switch them?	switch_account
I made a mistake, what can I do to change my purchase?	change_order
you aren't helping, what can I do to speak with a human agent?	contact_human_agent
u are not helping, what can i do to speak with someone?	contact_human_agent
I'm not happy with the service, could you lodge a complaint?	complaint
I have an issue when trying to pay, what should I do?	payment_issue
what's the phone numner of Client Service?	contact_customer_service
can you tell me when my ticket is gtoiing to arrive?	delivery_period
i purchased a product, what do I have to do to modify my order?	change_order
is my order out for delivery?	track_order
I want to notify an issue making a payment	payment_issue
please, ask an agent if i could check the fucking ticket delivery options	delivery_options
i dont understand you, i need help speaking with an persson	contact_human_agent
I have a problem making a payment, inform of it, please	payment_issue
I lost my invoices, can you view them?	check_invoices
the game was postponed, what should I do to get a refund?	get_refund
someone stole my account password, how do I retrieve it?	recover_password
I got a error message when I tried to make a payment , but my card was charged anyway, I need help informing of it	payment_issue
I have no online account, what do I have to do to open one?	create_account
how to view your money back guarantee	check_refund_policy
can I inform of a problem making a payment?	payment_issue
I got an error message when I attempted to make a payment, but I was charged anyway, what can I do to inform of it?	payment_issue
I want information, I need help talking to Client Service	contact_customer_service
I ordered something, how do I change my purchase?	change_order
I have an issue paying with card	payment_issue
could you ask an agent if I could solve a fucking problrm paying, please?	payment_issue
my user account's been hacked, how do I recover it?	recover_password
my online account was hacked, help me recover it	recover_password
i want to know wat the email of Customer Service is	contact_customer_service
I can't find my bills, how do I view them?	check_invoices
can you ask an agent how I could retrieve my password?	recover_password
I don't like the service, how do I lodge a complaint?	complaint
can u ask an agent how t track my packages?	track_order
the game was postponed, get a refund	get_refund
the event was postponed, what can I do to requesta refund?	get_refund
can you tell me the ermail address to contact Customer Support?	contact_customer_service
an error pops when I attempt to make a payment with card	payment_issue
please, ask an agent how i can solve problems with my payment	payment_issue
I have a question, how do I talk to Client Service?	contact_customer_service
I want to know what the email of the Customer Service is	contact_customer_service
I need information, can you send an email to Customer Support?	contact_customer_service
I got an error when I attempted to make a payment, but I was charged anyway and I want to notify it	payment_issue
tell me if my order ia on its awy	track_order
I'm having a problem registering	registration_problems
I want to know what the free number to contact Client Service is	contact_customer_service
I have an issue when trying to make a payment, how do I report it?	payment_issue
I didn't receive my bills, view them	check_invoices
I have an question, I need help contacting Client Service	contact_customer_service
I changed my mind, what should I do to cancel my online account?	delete_account
can you tell me what the fucking phone number to contact Client Service is, please?	contact_customer_service
i dont understand you, what do i have to do to talk to a human agent?	contact_human_agent
I'm happy with the service, how can I file an opinion?	review
ask an agent what the mail to contact customer service is	contact_customer_service
help me donwload a bil	get_invoice
can I create two profiles with a single email address?	create_account
i dont understand you and id like to speak with a fucking human agent	contact_human_agent
i want to see the email address to contact client sevrice	contact_customer_service
tell me how to change my purchase	change_order
i bought something, what should i do to modify my purchase?	change_order
can you ask an agent if there's a newsletter i can receive?	newsletter_subscription
I got an error when I tried to make a payment, but I was charged anyway, can you report it?	payment_issue
I'm discontent with the service, how can I make a consumer complaint?	complaint
someone stole my account password, what can I do to reset it?	recover_password
can you tell me how I can get a bill?	get_invoice
help me solve an issue with my payment	payment_issue
my account's been hacked, what should I do?	recover_password
i dont have an online account, what do i have to do to open one?	create_account
I ca't remember my password, can I retrieveit?	recover_password
I got an error when I tried to make a payment, but I was charged anyway, what can I do to inform of it?	payment_issue
I want to file a review for a service, what can I do?	review
i have no online account, how do i open one ?	create_account
registration issue	registration_problems
I've got no online account, can you help me?	create_account
I have a question, can you send an email to Client Service?	contact_customer_service
can you ask an agent how I can view the cancellation fees, please?	check_cancellation_fee
you arent helping, could i talk to someone?	contact_human_agent
where do I view the delivery options?	delivery_options
I can't understand you, what can I do to speak with a human agent?	contact_human_agent
i have an issue when trying to make a payment, what can i do?	payment_issue
i want to know if i could create two fucking online accounts with a single email, please	create_account
I got an error message when I tried to make a payment, but I was charged anyway, what can I do to notify it?	payment_issue
I want to file an opinion, can you help me?	review
i want to see the email address to contact Customer Support, please	contact_customer_service
could u ask an agent how i can report payment issues?	payment_issue
I want information, how can I contact Client Service?	contact_customer_service
na error message pops when i attempt to pay	payment_issue
I want to know what the number of Customer Support is	contact_customer_service
I purchased an item, can I modify my order?	change_order
i have an issue paying for my order, what should i do to report it?	payment_issue
I have an issue when trying to make a payment with card, can I inform of it?	payment_issue
I wanna track my delivery, tell me where I can do it	track_order
I haven't got a user account, how do I create one?	create_account
I want information, what do I have to do to call Customer Service?	contact_customer_service
i need help obtaining some bills	get_invoice
I bought a product, can I modify my purchase?	change_order
I didn't receive my bills, can I check them?	check_invoices
how to make a consumer complaint	complaint
i got an error when i tried to make a payment, but my card was charged anyway, can u help me?	payment_issue
I have an issue paying with card, what do I have to do to inform of it?	payment_issue
please, can you ask an agent where I can inform of fucking payment problems?	payment_issue
i dont have an onlineaccount, create one	create_account
ive got no online account, what can i do to open one?	create_account
I have no online account, can I create one?	create_account
how can I see the cancellation fees?	check_cancellation_fee
I want to view cancellation fees , what can I do?	check_cancellation_fee
I want to know if my shipments are on their way	track_order
can u ask an agent if i can cancel my user account?	delete_account
I wanna know how to obtain some invoices	get_invoice
I got a error when I tried to pay, but I was charged anyway, what should I do to notify it?	payment_issue
tell me where to subscribe to the newsletter	newsletter_subscription
i have an issue when trying to pay for my online order, what can i do to notify it?	payment_issue
please, can u ask an agent where i could remove my account?	delete_account
how do I edit my profile?	edit_account
how can I view the options for ticket delivery?	delivery_options
i haev an issue making an payment with card, can u help me?	payment_issue
i need help recovering my account password	recover_password
help me create a profile,please	create_account
how to check the options for ticket delivery	delivery_options
I got an error when I attempted to make a payment, but I was charged anyway, what should I do to inform of it?	payment_issue
what's the mail of the Customer Service?	contact_customer_service
i can't find my invoices, how can i check them?	check_invoices
I have an issue paying for my online order, can I inform of it?	payment_issue
I want to track my reimbursemennt, what can I do, please?	track_refund
I want to see a bill, can you tell me where to do it?	get_invoice
I don't want my account, can you remove it?	delete_account
where do I lodge a complaint for a service?	complaint
i have an issue when trying to pay with card, inform of it	payment_issue
tell me were my order is	track_order
can I register several profiles with a single email address?	create_account
I want a user account, what should I do to open one?	create_account
i have a question, could i speak with fucking customer support, please?	contact_customer_service
